Category,Browser,Global Super Group description,Global Product Group description,Global Module Description,Exception Type,Global Category,External Code,Work Item Scope,Seq,Standard Code,Code Type,External Code Group,Processing Group Code,Processing Group Description,Processing Group Set Description,Country,Source of Exception,Best Received External Description,Translated Best Received External Description,Best Existing External Description,Translated Best Existing External Description,Department Code,Department Description,Supplier Code,Supplier Description,Number of Stores Selling,Impact,Price,Retailer SKU,etailer Item Code,Store Receipt Description,Predicted Barcode,URL,Received Date,Due Date,Current Assignment Description,Country Current Assignment Description,External Item/Predicted PG/CI,External Item/Predicted Product Class,Latest Image Received Date,Sent for RTC Prediction,Priority,Reserved By,Allocated To,Defer,Has Image,Project,External Item Global Category,External Item Global Module,Local Id,Allocated Date
Business As Usual,Cross Coding,ZZ: TEMPORARY MDL STANDARD/CONSOLIDATED ITEMS,US MDL STANDARD/CONSOLIDATED ITEMS,US MDL CONSOLIDATED,Changed,,'000000022811,LOCAL,3,'00000000022811,LAC,LAC,BCV,BCV BAYWAY WORLD OF LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,0*A TRIBUTE TO GRACE GRENACHE SANTA BARBARA COUNTY,,0*A TRIBUTE TO GRACE GRENACHE SANTA BARBARA COUNTY,,,750ML/12,,CNT,1,24.99,24.99,,,,000000022811|010000022811|030000022811|060000022811|070000022811|080000022811|090000022811|100000022811|110000022811|120000022811,,24-NOV-2022 16:49:20,,507010408 : US MDL CNSLDTD ,507010408 : US MDL CNSLDTD ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000017973,LOCAL,1,'00000000017973,LAC,LAC,BCV,BCV BAYWAY WORLD OF LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,0*SO*DUTRAIVE FLEURIE CLOS GRAND COUR,,,,,750ML/12,,CNT,1,22.99,22.99,,,,000000017973|010000017973|030000017973|060000017973|070000017973|080000017973|090000017973|100000017973|110000017973|120000017973,,24-NOV-2022 16:49:19,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000027158,LOCAL,1,'00000000027158,LAC,LAC,BCV,BCV BAYWAY WORLD OF LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,SO*BRAES GLENLIVET 25 YR,,,,,750ML/03,,CNT,1,447.95,447.95,,,,000000027158|010000027158|030000027158|060000027158|070000027158|080000027158|090000027158|100000027158|110000027158|120000027158,,24-NOV-2022 16:49:20,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000027064,LOCAL,1,'00000000027064,LAC,LAC,BCV,BCV BAYWAY WORLD OF LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,PILLOT VOLNAY,,,,,750ML/06,,CNT,1,49.99,49.99,,,,000000027064|010000027064|030000027064|060000027064|070000027064|080000027064|090000027064|100000027064|110000027064|120000027064,,24-NOV-2022 16:49:20,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000026715,LOCAL,1,'00000000026715,LAC,LAC,BCV,BCV BAYWAY WORLD OF LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,ACINUM SOAVE CLASSICO,,,,,750ML/12,,CNT,1,8.99,8.99,,,,000000026715|010000026715|030000026715|060000026715|070000026715|080000026715|090000026715|100000026715|110000026715|120000026715,,24-NOV-2022 16:49:22,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,KITCHEN & TABLEWARE,TABLEWARE/DRINKWARE - NON DISPOSABLE,,New,,'000378900764,LOCAL,1,'00000378900764,LAC,LAC,BCV,BCV BAYWAY WORLD OF LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,BUDWEISER HOLIDAY STEIN 2022,,,,,12/01,,CNT,1,35.98,17.99,,,,000378900764|010378900764|030378900764|060378900764|070378900764|080378900764|090378900764|100378900764|110378900764|120378900764,,24-NOV-2022 16:49:22,,,,TABLEWARE/DRINKWARE - NON DISPOSABLE,SINGLE PACK,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000001651,LOCAL,1,'00000000001651,LAC,LAC,BCV,BCV BAYWAY WORLD OF LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,GOOSE ISLAND CHRISTMAS CAN 12 (15PK),,,,,15/01,,CNT,1,16.99,1.1327,,,,000000001651|010000001651|030000001651|060000001651|070000001651|080000001651|090000001651|100000001651|110000001651|120000001651,,24-NOV-2022 16:49:18,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000027128,LOCAL,1,'00000000027128,LAC,LAC,BCV,BCV BAYWAY WORLD OF LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,EOLA HILLS PINOT GRIS,,,,,750ML/12,,CNT,1,14.99,14.99,,,,000000027128|010000027128|030000027128|060000027128|070000027128|080000027128|090000027128|100000027128|110000027128|120000027128,,24-NOV-2022 16:49:19,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000027015,LOCAL,1,'00000000027015,LAC,LAC,BCV,BCV BAYWAY WORLD OF LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,CHAT LA FLEUR ST EM,,,,,750ML/12,,CNT,1,119.97,39.99,,,,000000027015|010000027015|030000027015|060000027015|070000027015|080000027015|090000027015|100000027015|110000027015|120000027015,,24-NOV-2022 16:49:19,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000015293,LOCAL,1,'00000000015293,LAC,LAC,BCV,BCV BAYWAY WORLD OF LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,SO*HALL CABERNET,,,,,750ML/12,,CNT,1,589.08,49.09,,,,000000015293|010000015293|030000015293|060000015293|070000015293|080000015293|090000015293|100000015293|110000015293|120000015293,,24-NOV-2022 16:49:19,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000027086,LOCAL,1,'00000000027086,LAC,LAC,BCV,BCV BAYWAY WORLD OF LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,BASKET 4 BTL RECTANGLE BOX,,,,,UNIT,,CNT,1,69.99,69.99,,,,000000027086|010000027086|030000027086|060000027086|070000027086|080000027086|090000027086|100000027086|110000027086|120000027086,,24-NOV-2022 16:49:20,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000027146,LOCAL,1,'00000000027146,LAC,LAC,BCV,BCV BAYWAY WORLD OF LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,0*DALVA 1982 VINTAGE PORT,,,,,750ML/06,,CNT,1,100,100,,,,000000027146|010000027146|030000027146|060000027146|070000027146|080000027146|090000027146|100000027146|110000027146|120000027146,,24-NOV-2022 16:49:19,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000027131,LOCAL,1,'00000000027131,LAC,LAC,BCV,BCV BAYWAY WORLD OF LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,ARDBEG HYPER NOVA,,,,,750ML/06,,CNT,1,200,200,,,,000000027131|010000027131|030000027131|060000027131|070000027131|080000027131|090000027131|100000027131|110000027131|120000027131,,24-NOV-2022 16:49:20,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000027125,LOCAL,1,'00000000027125,LAC,LAC,BCV,BCV BAYWAY WORLD OF LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,AUSTIN HOPE CABERNET SAUVIGNON,,,,,750ML/12,,CNT,1,59.99,59.99,,,,000000027125|010000027125|030000027125|060000027125|070000027125|080000027125|090000027125|100000027125|110000027125|120000027125,,24-NOV-2022 16:49:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000027155,LOCAL,1,'00000000027155,LAC,LAC,BCV,BCV BAYWAY WORLD OF LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,SO*CABRIZ DAO COLHEITA 375ML,,,,,375ML/12,,CNT,1,486,4.5,,,,000000027155|010000027155|030000027155|060000027155|070000027155|080000027155|090000027155|100000027155|110000027155|120000027155,,24-NOV-2022 16:49:19,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,XCLUDE - RESIDUALS,US LAC - LAC ONLY IN SCOPE,,Changed,,'000000026035,LOCAL,2,'00000000026035,LAC,LAC,BCV,BCV BAYWAY WORLD OF LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,DOMAINE VOCORET ET FILS VAILLON CHABLIS,,DOMAINE VOCORET ET FILS VAILLON CHABLIS,,,750ML/12,,CNT,1,67.98,33.99,,,,000000026035|010000026035|030000026035|060000026035|070000026035|080000026035|090000026035|100000026035|110000026035|120000026035,,24-NOV-2022 16:49:21,,PGI : US LAC - LAC ONLY IN SCOPE; PC:US LAC - LAC ONLY IN SCOPE,PGI : US LAC - LAC ONLY IN SCOPE; PC:US LAC - LAC ONLY IN SCOPE,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000027141,LOCAL,1,'00000000027141,LAC,LAC,BCV,BCV BAYWAY WORLD OF LIQUOR,ALL_US,UNITED STATES OF AMERICA,SIRVAL,ANGEL'S ENVY BOURBON CASK STRENGTH 2022,,,,,750ML/03,,CNT,1,249.99,249.99,,,,000000027141|010000027141|030000027141|060000027141|070000027141|080000027141|090000027141|100000027141|110000027141|120000027141,,24-NOV-2022 16:49:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000028434,LOCAL,1,'00000000028434,LAC,LAC,CNU,CNU CIRCUS WINES BEER & SPIRITS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,DOMAINE THENARD GIVRY 1ER CRU,,,,,750ML,,CNT,1,179.94,29.99,,,,,,24-NOV-2022 16:49:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,ZZ: TEMPORARY MDL STANDARD/CONSOLIDATED ITEMS,US MDL STANDARD/CONSOLIDATED ITEMS,US MDL CONSOLIDATED,Changed,,'000000018710,LOCAL,2,'00000000018710,LAC,LAC,CNU,CNU CIRCUS WINES BEER & SPIRITS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,GUINNESS 1/2 KEG,,GUINNESS 1/2 KEG,,,1/2KEG,,CNT,1,222.99,222.99,,,,,,24-NOV-2022 16:49:21,,507010408 : US MDL CNSLDTD ,507010408 : US MDL CNSLDTD ,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,HEALTHCARE,VITAMINS & MINERALS & NUTRITIONAL SUPPLEMENTS,,New,,'000533370608,LOCAL,1,'00000533370608,LAC,LAC,CNU,CNU CIRCUS WINES BEER & SPIRITS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,ICARUS FROM FAR AWAY 4PK,,,,,16FLOZ,,CNT,1,19.49,4.8725,,,,,,24-NOV-2022 16:49:17,,,,VITAMINS & MINERALS & NUTRITIONAL SUPPLEMENTS,BEER,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000000013,LOCAL,1,'00000000000013,LAC,LAC,CNU,CNU CIRCUS WINES BEER & SPIRITS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,VALENZANO BINE & VINE,,,,,750ML,,CNT,1,14.99,14.99,,,,,,24-NOV-2022 16:49:20,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000460622003,LOCAL,1,'00000460622003,LAC,LAC,CNU,CNU CIRCUS WINES BEER & SPIRITS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,CHONO CABERNET,,,,,750ML,,CNT,1,10.99,10.99,,,,,,24-NOV-2022 16:49:18,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000028446,LOCAL,1,'00000000028446,LAC,LAC,CNU,CNU CIRCUS WINES BEER & SPIRITS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,CIRCUS VODKA,,,,,1L,,CNT,1,103.9,20.78,,,,,,24-NOV-2022 16:49:18,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000005221,LOCAL,1,'00000000005221,LAC,LAC,PWP,PWP PROSPECT WINE SHOP,ALL_US,UNITED STATES OF AMERICA,SIRVAL,CUERVO GOLD 750,,,,,750ML,,CNT,1,24.99,24.99,,,,010000005221|030000005221|060000005221|070000005221|080000005221|090000005221|100000005221|110000005221|120000005221|000000005221,,24-NOV-2022 16:49:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000005225,LOCAL,1,'00000000005225,LAC,LAC,PWP,PWP PROSPECT WINE SHOP,ALL_US,UNITED STATES OF AMERICA,SIRVAL,STADT KREMS GRUNER VELTLINER KREMSTAL,,,,,750ML,,CNT,1,193.68,16.14,,,,010000005225|030000005225|060000005225|070000005225|080000005225|090000005225|100000005225|110000005225|120000005225|000000005225,,24-NOV-2022 16:49:18,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000005180,LOCAL,1,'00000000005180,LAC,LAC,PWP,PWP PROSPECT WINE SHOP,ALL_US,UNITED STATES OF AMERICA,SIRVAL,PIEVALTA SAN PAOLO CASTELLI DI JESI VERDICCHIO,,,,,750ML,,CNT,1,10.13,10.13,,,,010000005180|030000005180|060000005180|070000005180|080000005180|090000005180|100000005180|110000005180|120000005180|000000005180,,24-NOV-2022 16:49:18,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000001950,LOCAL,1,'00000000001950,LAC,LAC,PWP,PWP PROSPECT WINE SHOP,ALL_US,UNITED STATES OF AMERICA,SIRVAL,CHIANTI COLLI SENESI VILLA SANT ANNA,,,,,750ML,,CNT,1,57.97,19.3233,,,,010000001950|030000001950|060000001950|070000001950|080000001950|090000001950|100000001950|110000001950|120000001950|000000001950,,24-NOV-2022 16:49:19,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,XCLUDE - RESIDUALS,US LAC - UNDER PSEUDO SALES CRITERIA,,New,,'000195400201,LOCAL,1,'00000195400201,LAC,LAC,PWP,PWP PROSPECT WINE SHOP,ALL_US,UNITED STATES OF AMERICA,SIRVAL,CONTA-ME  VINHO VERDE,,,,,1L,,CNT,1,54.56,13.64,,,,010195400201|030195400201|060195400201|070195400201|080195400201|090195400201|100195400201|110195400201|120195400201|000195400201,,24-NOV-2022 16:49:19,,,,US LAC - UNDER PSEUDO SALES CRITERIA,WINE,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000005224,LOCAL,1,'00000000005224,LAC,LAC,PWP,PWP PROSPECT WINE SHOP,ALL_US,UNITED STATES OF AMERICA,SIRVAL,FRANCOIS MONTAND BRUT SPARKLING,,,,,750ML,,CNT,1,205.08,17.09,,,,010000005224|030000005224|060000005224|070000005224|080000005224|090000005224|100000005224|110000005224|120000005224|000000005224,,24-NOV-2022 16:49:20,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000005071,LOCAL,1,'00000000005071,LAC,LAC,PWP,PWP PROSPECT WINE SHOP,ALL_US,UNITED STATES OF AMERICA,SIRVAL,QUIET RESOLVE PRJCT 413 HANNAHS CHOICE SB,,,,,750ML,,CNT,1,12.59,12.59,,,,010000005071|030000005071|060000005071|070000005071|080000005071|090000005071|100000005071|110000005071|120000005071|000000005071,,24-NOV-2022 16:49:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000007119,LOCAL,1,'00000000007119,LAC,LAC,VJQ,VJQ BEEKMANS WINES & LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,VOUVRAY DOM HUET LE HAUT-LIEU SEC,,,,,750ML,,CNT,1,41.99,41.99,,,,000000007119|010000007119|030000007119|060000007119|070000007119|080000007119|090000007119|100000007119|110000007119|120000007119,,24-NOV-2022 16:49:17,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000007215,LOCAL,1,'00000000007215,LAC,LAC,VJQ,VJQ BEEKMANS WINES & LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,DROWNED LANDS TERRA MOSAIC TRIPLE IPA 2P,,,,,2412B,,CNT,1,11.96,5.98,,,,000000007215|010000007215|030000007215|060000007215|070000007215|080000007215|090000007215|100000007215|110000007215|120000007215,,24-NOV-2022 16:49:20,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000011363,LOCAL,1,'00000000011363,LAC,LAC,VJQ,VJQ BEEKMANS WINES & LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,JADOT CHASSAGNE MONTAGNE 1ER,,,,,750ML,,CNT,1,552,92,,,,000000011363|010000011363|030000011363|060000011363|070000011363|080000011363|090000011363|100000011363|110000011363|120000011363,,24-NOV-2022 16:49:20,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000012993,LOCAL,1,'00000000012993,LAC,LAC,VJQ,VJQ BEEKMANS WINES & LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,NUITS ST G HAUT PRULIERS DANIEL RION 15,,,,,750ML,,CNT,1,99.99,99.99,,,,000000012993|010000012993|030000012993|060000012993|070000012993|080000012993|090000012993|100000012993|110000012993|120000012993,,24-NOV-2022 16:49:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000007250,LOCAL,1,'00000000007250,LAC,LAC,VJQ,VJQ BEEKMANS WINES & LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,JADOT MEURSAULT CHARMES 1ER,,,,,750ML,,CNT,1,618,103,,,,000000007250|010000007250|030000007250|060000007250|070000007250|080000007250|090000007250|100000007250|110000007250|120000007250,,24-NOV-2022 16:49:18,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000001418,LOCAL,1,'00000000001418,LAC,LAC,VJQ,VJQ BEEKMANS WINES & LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,GLENROTHES SINGLE MALT BOURBON CASK,,,,,750ML,,CNT,1,49.99,49.99,,,,000000001418|010000001418|030000001418|060000001418|070000001418|080000001418|090000001418|100000001418|110000001418|120000001418,,24-NOV-2022 16:49:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,BEVERAGES - ALCOHOLIC,WINE - LIGHT/TABLE STYLES,,New,,'000131601026,LOCAL,1,'00000131601026,LAC,LAC,VJQ,VJQ BEEKMANS WINES & LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,JADOT CHASSAGNE EMBAZEES 1ER,,,,,750ML,,CNT,1,552,92,,,,000131601026|010131601026|030131601026|060131601026|070131601026|080131601026|090131601026|100131601026|110131601026|120131601026,,24-NOV-2022 16:49:18,,,,WINE - LIGHT/TABLE STYLES,WINE,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000007236,LOCAL,1,'00000000007236,LAC,LAC,VJQ,VJQ BEEKMANS WINES & LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,EVIL GENIUS WHITE CASTLE HITS DIFFER 6PK,,,,,2404C,,CNT,1,8.44,1.4067,,,,000000007236|010000007236|030000007236|060000007236|070000007236|080000007236|090000007236|100000007236|110000007236|120000007236,,24-NOV-2022 16:49:17,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000005247,LOCAL,1,'00000000005247,LAC,LAC,VJQ,VJQ BEEKMANS WINES & LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,BODEGAS HERMANOS DE PECIÃ‘A RIOJA BLANCO,,,,,750ML,,CNT,1,15.99,15.99,,,,000000005247|010000005247|030000005247|060000005247|070000005247|080000005247|090000005247|100000005247|110000005247|120000005247,,24-NOV-2022 16:49:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000007251,LOCAL,1,'00000000007251,LAC,LAC,VJQ,VJQ BEEKMANS WINES & LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,JADOT PULIGNY GARENNE 1ER,,,,,750ML,,CNT,1,672,112,,,,000000007251|010000007251|030000007251|060000007251|070000007251|080000007251|090000007251|100000007251|110000007251|120000007251,,24-NOV-2022 16:49:19,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,STATIONERY & PRINTED MATERIAL & SERVICES,:STATIONERY & PRINTED MATERIAL & SERVICES CONSOLIDATED PG:,,New,,'000413796598,LOCAL,1,'00000413796598,LAC,LAC,GOS,GOS GRAND OPENING LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,BRIX CITY FIT FOR A QUEEN,,,,,2406B,,CNT,1,18.99,4.7475,,,,000413796598|010413796598|030413796598|060413796598|070413796598|080413796598|090413796598|100413796598|110413796598|120413796598,,24-NOV-2022 16:49:20,,,,:STATIONERY & PRINTED MATERIAL & SERVICES CONSOLIDATED PG:,BOOK AND PRINT,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000002458,LOCAL,1,'00000000002458,LAC,LAC,GOS,GOS GRAND OPENING LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,MAINE LUNCH 1/6 KEG,,,,,0101K,,CNT,1,145.99,145.99,,,,000000002458|010000002458|030000002458|060000002458|070000002458|080000002458|090000002458|100000002458|110000002458|120000002458,,24-NOV-2022 16:49:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000013580,LOCAL,1,'00000000013580,LAC,LAC,GOS,GOS GRAND OPENING LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,DON Q WHITE RUM,,,,,1.75L,,CNT,1,287.88,23.99,,,,000000013580|010000013580|030000013580|060000013580|070000013580|080000013580|090000013580|100000013580|110000013580|120000013580,,24-NOV-2022 16:49:19,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000006511,LOCAL,1,'00000000006511,LAC,LAC,GOS,GOS GRAND OPENING LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,NATURDAYS 30PK CAN,,,,,'0101,,CNT,1,25.99,25.99,,,,000000006511|010000006511|030000006511|060000006511|070000006511|080000006511|090000006511|100000006511|110000006511|120000006511,,24-NOV-2022 16:49:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000442424000,LOCAL,1,'00000442424000,LAC,LAC,GOS,GOS GRAND OPENING LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,CIGARRA RED BLEND,,,,,750ML,,CNT,1,9.99,9.99,,,,000442424000|010442424000|030442424000|060442424000|070442424000|080442424000|090442424000|100442424000|110442424000|120442424000,,24-NOV-2022 16:49:17,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000010839,LOCAL,1,'00000000010839,LAC,LAC,GLR,GLR GERARDS LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,BBP THE NIGHT SKY 4PK,,,,,16OZ,,CNT,1,4.56,4.56,,,,000000010839|010000010839|030000010839|060000010839|070000010839|080000010839|090000010839|100000010839|110000010839|120000010839,,24-NOV-2022 16:49:20,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000316200700,LOCAL,1,'00000316200700,LAC,LAC,GLR,GLR GERARDS LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,DANSK MJOD VIKING BLOOD MEAD,,,,,750ML,,CNT,1,59.98,29.99,,,,000316200700|010316200700|030316200700|060316200700|070316200700|080316200700|090316200700|100316200700|110316200700|120316200700,,24-NOV-2022 16:49:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000012736,LOCAL,1,'00000000012736,LAC,LAC,GLR,GLR GERARDS LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,KANE SPECIAL 13 LAGER 4PK CAN,,,,,16OZ,,CNT,1,41.97,3.4975,,,,000000012736|010000012736|030000012736|060000012736|070000012736|080000012736|090000012736|100000012736|110000012736|120000012736,,24-NOV-2022 16:49:17,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000012437,LOCAL,1,'00000000012437,LAC,LAC,GLR,GLR GERARDS LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,KNOB CREEK 18 YR,,,,,750ML,,CNT,1,799.98,399.99,,,,000000012437|010000012437|030000012437|060000012437|070000012437|080000012437|090000012437|100000012437|110000012437|120000012437,,24-NOV-2022 16:49:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000012756,LOCAL,1,'00000000012756,LAC,LAC,GLR,GLR GERARDS LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,DOM PERIGNON PLENITUDE CHAMPAGNE,,,,,750ML,,CNT,1,449.99,449.99,,,,000000012756|010000012756|030000012756|060000012756|070000012756|080000012756|090000012756|100000012756|110000012756|120000012756,,24-NOV-2022 16:49:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,BEVERAGES - ALCOHOLIC,BEER/LAGER/ALES - FIXED WEIGHT,,New,,'000533370608,LOCAL,1,'00000533370608,LAC,LAC,GLR,GLR GERARDS LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,ICARUS FROM FAR AWAY 4PK CAN,,,,,16OZ,,CNT,1,75.96,4.7475,,,,000533370608|010533370608|030533370608|060533370608|070533370608|080533370608|090533370608|100533370608|110533370608|120533370608,,24-NOV-2022 16:49:18,,,,BEER/LAGER/ALES - FIXED WEIGHT,BEER,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000003313,LOCAL,1,'00000000003313,LAC,LAC,IPL,IPL IVY PLAZA LIQUORS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,[DEL] CUPCAKE DEVIL VODKA,,,,,750ML,,CNT,1,11.99,11.99,,,,000000003313|010000003313|030000003313|060000003313|070000003313|080000003313|090000003313|100000003313|110000003313|120000003313,,24-NOV-2022 16:49:18,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'023122300000,LOCAL,1,'00023122300000,LAC,LAC,PUS,PUS PUNXSUTAWNEY SHOP N SAVE,ALL_US,UNITED STATES OF AMERICA,SIRVAL,HOLIDAY CHOC TRAY,,,,,SALVAGE,,WGT,1,21.66,10.83,,,,,,24-NOV-2022 16:49:21,,,,,,,FALSE,0,,,,N,,,,,
Business As Usual,Cross Coding,HEALTHCARE,VITAMINS & MINERALS & NUTRITIONAL SUPPLEMENTS,,New,,'000533370608,LOCAL,1,'00000533370608,LAC,LAC,JCL,JCL JOE CANALS DISCOUNT LIQOURS,ALL_US,UNITED STATES OF AMERICA,SIRVAL,ICARUS - FROM FAR AWAY 4PK,,,,,2404C,,CNT,1,37.98,4.7475,,,,000533370608|010533370608|030533370608|060533370608|070533370608|080533370608|090533370608|100533370608|110533370608|120533370608,,24-NOV-2022 16:49:19,,,,VITAMINS & MINERALS & NUTRITIONAL SUPPLEMENTS,BEER,,FALSE,0,,,,N,,,,,
